N,P,K,temperature,humidity,ph,rainfall,label
74.9816047538945,58.52142919229749,51.95981825434215,24.190609389379254,81.56018640442437,5.733991780504304,158.71254182522992,rice
94.6470458309974,48.03345035229626,51.242177333881365,20.144091460070616,89.69909852161994,6.7486639612006325,181.85086660174142,rice
67.27299868828402,35.50213529560301,39.12726728878613,23.673295021425666,84.31945018642116,5.936843710297063,241.77793420835692,rice
65.57975442608168,38.76433945605655,40.99085529881075,23.19248988951925,87.85175961393014,5.799510673237539,227.13516576204174,rice
83.6965827544817,31.393512381599933,48.226345557043146,21.19366886581104,80.6505159298528,6.92332830588,294.8448049611839,rice
92.33589392465845,39.13841307520112,32.93016342019152,24.789631185585097,84.40152493739602,5.683057352267168,224.27653651669053,rice
61.375540844608736,57.27961206236346,37.763399448000506,24.637655990477874,83.1171107608941,6.280102031766717,232.00654190149194,rice
67.39417822102108,59.08753883293676,53.253984700833435,26.576492590949325,88.94827350427649,6.396849968216628,288.2811352534675,rice
63.53970008207678,35.87948587257436,31.35681866731614,22.27731231534285,83.88677289689483,5.9070235476608435,274.3106263727894,rice
74.27013306774357,38.42803529062142,46.28088249474746,20.98646957482334,88.0219698075404,5.611825965519656,298.0330404900776,rice
90.8897907718663,35.961470446025174,30.165663513708072,25.70822999918384,87.06857343847616,6.593510752061481,265.6905520028919,rice
62.96178606936361,40.75397185632818,33.47607178575389,26.041723981129156,86.23298126827558,5.996347037278974,159.53375254290356,rice
72.4392928686265,39.755499660802414,51.888185350141924,24.462902299486494,88.87212742576327,6.208322387742924,167.93913689074526,rice
88.5297914889198,52.82355145850693,46.83831592708489,25.396770259681926,84.9379559636439,6.284099244072991,214.13115275378243,rice
61.01676506976381,33.23674280979913,30.942875570602027,24.454872878846462,83.14355981076326,6.2628560367470545,286.13497108891397,rice
69.971689165955,42.31148769106889,52.66653415629146,21.601587158441358,80.76979909828793,5.934627179370652,174.18319308810067,rice
97.18790609370292,54.24361138693251,49.002112695312704,26.10022413131402,88.03672076899115,5.779855088329054,283.88384977349665,rice
81.57368967662603,54.22320465492187,56.8827389977048,22.22602432480305,81.10051924527677,5.841902743812913,214.06616829393846,rice
92.72059063689971,55.82191749769031,30.20856391593572,23.57523111804296,84.17411003148779,5.833161715706096,167.97980510005243,rice
73.50460685614512,58.287291117375574,39.696087960622656,23.631534352203563,87.03018958895177,6.045444403568941,295.7673124081441,rice
98.49789179768445,37.553468874760924,44.91745517677156,22.10614816871739,82.84840494377468,5.555330421031799,241.4346500969845,rice
80.10716092915446,31.54436253749968,38.359393927098346,26.357861201766575,82.39561890666972,5.717342308136835,223.41791404163445,rice
99.42601816442402,37.26165814534501,50.16406642217636,25.331337307301023,82.37637543992399,6.59232452291779,205.16746990788798,rice
85.29223322374318,49.00589132282684,46.073240522242756,20.632028390380857,88.35302495589238,5.981170097457603,177.97777655997814,rice
61.63100566219056,47.72678829564725,50.32693085526847,20.116114802494995,85.12093058299281,5.839743662796907,246.77591856141748,rice
66.97465716019965,50.72813214307398,41.602060389016124,26.557109921157142,81.37520944145993,6.011599526575388,167.02102818608836,rice
96.98774473114251,56.32018060142943,37.73824883145467,24.619888322239255,88.17222200201216,6.332801217399194,229.44758675340097,rice
69.67409163601806,32.79308303417697,56.91647273859981,26.302926400143313,86.33101457273268,6.008544686573051,202.38143619189913,rice
89.03822715480958,56.913307798577314,56.61259272795352,25.459128821003368,86.42031646154288,5.6262099474925735,174.24430711419205,rice
95.94216754108317,48.1928717897877,30.27591154849889,20.710300800062225,86.63501769108056,5.507592375769328,174.1212077126248,rice
81.94935157466344,50.7568559307808,49.55883778507801,21.56988516622392,87.12179221347536,5.8558736312452,198.80995472389014,rice
89.85965620472096,49.48898697141644,55.47670231482534,24.603290246102404,85.68308603335471,5.640512151742139,205.157370458915,rice
70.60809470726902,37.319689301372506,59.190316642573364,22.751684072667324,88.92046555177113,6.446707938995894,269.2216955312473,rice
80.10548372420769,47.30711653879077,44.77553081456592,21.36670091458631,87.22452115261505,5.921158543661283,153.64739496471807,rice
85.81889183628671,35.31332038221147,58.21375753058743,26.677500039018113,89.14864390220448,6.055238050383167,152.3184924793301,rice
97.13274250350901,42.84552444951943,58.999644571310085,26.74533983962477,88.5300945546736,5.941673338104379,207.7646592902888,rice
94.04546686067428,39.50766015468833,35.084782400582775,23.897608837208452,89.36154774160781,6.54404469501246,235.50917551340473,rice
63.887059750830744,48.45021680097509,59.7016155031279,20.980588106655667,85.18329652363737,6.816059607891933,261.1152926631307,rice
87.88062963981072,51.07452251961328,40.78473453659265,22.055142909851455,88.09361155478514,6.715170092018771,280.0608477870155,rice
96.52962210225886,45.34027196582814,45.04548884061599,25.588066252767426,86.49963930777766,6.552950315886555,269.36890041541517,rice
95.60021367270265,40.13985470554607,41.26748857919832,20.657873578886083,85.78280140996173,5.553913410695113,219.83970271986902,rice
81.70578538830307,38.59623756384853,47.724997817070324,20.213501749573346,80.37348188749215,6.733900840989487,204.02859621168943,rice
65.0824205060754,45.66729780164413,53.09980659295832,21.5107471924779,86.22890475819,5.628021197490652,157.75225817529116,rice
81.25418526272591,46.219053648303195,49.1228970449462,25.08263933605863,89.75852079462534,6.274450522451793,198.4434709411869,rice
91.80744779074814,38.124967537862226,43.16914262116909,20.549194669395863,80.25350743415457,6.943972622016887,275.3970180768309,rice
87.83896824374793,42.268588332428095,35.19882960212537,21.095059298697603,82.50242898164595,6.3238399970591805,257.18938840500937,rice
86.40789506870925,38.39801690837828,58.64595841989582,25.16527841687038,85.54354052511401,6.417581119351528,212.94000936416847,rice
69.9092395800463,40.679180359537845,52.735383313931074,20.10075442040829,81.16072640506916,5.569003963032629,156.1093203478455,rice
94.21842336044028,51.109735781400715,44.22521487261976,20.684839124557012,84.91615875116833,6.210207656170849,175.98028048650227,rice
77.35406596951893,41.955142031921206,48.47550294156649,24.445655556073508,80.45304009772045,6.061918921939707,243.87898735713546,rice
80.12545034320351,55.69469523564967,49.760808948568354,21.140540989570006,80.70568747400429,6.463628917309474,153.97669658124326,rice
83.43102325093852,58.20690724274873,47.26422533627637,22.717189483445654,86.43288218442353,6.187379335737275,231.84251839739022,rice
97.658592351061,41.58307913402323,58.83571691471742,26.337454493692448,81.95791134789296,5.604041951312748,165.11670020661398,rice
60.72887302606199,32.83328882267785,50.490203202490704,20.498320539221602,83.18975630293761,6.767312966454182,153.4907903603739,rice
92.57873930355743,38.455643243202,33.54494482864969,24.877160157549056,86.28942846779884,6.8162080202905795,260.26065657058285,rice
92.13923721539393,38.4610371771392,35.32318631339169,25.254303261486008,88.06834739267264,6.98575771300101,211.89265153671397,rice
74.88072343171133,53.29238882225991,40.22410620759054,26.515301279224953,88.58412751843012,6.143491041062528,262.6306601687246,rice
90.1817149633873,33.09371606507798,57.076587200386996,23.536766607135,88.26457466107742,5.9800744015459175,284.3284842744301,rice
75.56806714936653,30.325129544408952,57.16145929257791,20.639006737502935,83.19313637590415,6.925092950576207,292.59107204063343,rice
82.93751552493144,48.95511636509398,43.45336565934959,22.05247540188645,83.28664545369917,6.508777684115557,262.85617941565204,rice
91.66316174903395,53.68854428383662,32.73618309146071,23.46094213291807,80.57558760016644,6.324293323485604,216.22957520600656,rice
95.508167310332,40.527450376562356,33.512010492828175,21.00094177436985,87.61510631717472,6.427327094974392,165.16840141841854,rice
63.364272244599896,51.0290739437736,32.182890190925804,25.753020415032495,87.06242227156497,5.62202317096285,162.72565711277878,rice
99.46558314004702,41.22812387268361,41.11926441200673,25.68959697080252,89.47248577383859,6.979001595734307,263.00672778884126,rice
75.05038342123663,32.50502150096006,53.3144074778231,23.908829748150637,84.24222009246976,6.8595315776421035,166.6796223459227,rice
79.70500417163436,30.34060934302257,44.05981925982379,20.394122929772863,81.18817916268073,5.676289370165657,247.38154531740952,rice
89.84179517061693,47.50106295291479,58.86517645423626,22.62409405666593,82.8571208628186,6.80289869228419,183.53937577791788,rice
98.52890157762445,30.36463424069449,59.09636480122917,20.302119383654034,88.91143113698071,6.29155166362945,298.94471941789504,rice
62.95186258941595,46.61562853203962,59.079076068572974,23.66168490919104,86.29398638135262,6.543623033476926,218.181159715166,rice
85.10232320336254,47.529429357693004,57.034740314729675,20.318124662390204,82.80963189592231,6.925617226114838,283.53956758363745,rice
78.22627011142852,48.6039779340461,38.32143548943398,21.31684811806633,84.63698404939981,6.0300283420390794,237.5484167776308,rice
63.10938547859939,59.23184422998499,59.586322334388086,24.887131998138216,85.3609636634412,5.964291424429492,272.0692529560423,rice
87.38924690215518,34.87850818034674,57.32781553481527,25.757760700462182,89.49799913291923,6.58857926258254,242.01227939036846,rice
76.72972145162475,57.9818545006204,55.98191668501225,20.316530690743328,80.26366974497252,6.0646950503170745,271.58299961727494,rice
99.49104517259778,34.512506733105845,47.82392146056405,22.66623599641715,89.69914397814603,6.763178384703563,275.74930570667067,rice
78.7477263917988,42.44458507012995,38.20221215792119,20.39462847655649,88.64722376255054,6.719351513695116,299.9576509929196,rice
99.86547348295622,46.66295116807882,53.06962245541531,26.613360109176995,88.49647390677411,5.871022152614796,217.58162029651402,rice
65.1663766060598,58.621530817761666,48.1852390335264,21.60049963852424,86.71700684405857,6.427192360686844,203.72440770492608,rice
64.54230368798517,50.14719586778399,45.6092310271138,25.406228742149473,85.20163501111993,6.77827225047781,232.78602581617284,rice
82.43751886141546,56.29960807975035,42.10448598637191,20.938106599154484,80.2878267631334,6.632705883510429,243.04643270301972,rice
88.16319072396894,36.388924845267326,34.09114426760309,20.101812659675172,83.50587558806598,6.38487653028195,208.83660676495984,rice
77.49899688094916,57.12476083481245,40.447664010699015,23.597926424118675,87.83653012741144,6.094814173481906,243.313005034181,rice
94.4945483498698,58.485618709729266,34.41220442787114,26.48611337613046,84.92116293079538,5.887366582448437,218.8703634357392,rice
99.20130301141909,44.77854281978609,39.86254830862525,24.43380598021708,82.40145618778193,5.613794992162996,169.3319582865974,rice
65.1218335583109,34.55708080536883,34.164815179482304,24.486123213622502,81.81880084399145,6.018500924985795,284.5182614859018,rice
78.95846561051489,50.02673215563081,35.169596136048895,21.346023131660694,80.4086861626648,5.7534025946082465,191.78855085479378,rice
67.08041937106987,32.66107601271167,33.61907613301803,23.22545137622908,82.06333718405793,6.0464047915721135,225.51259062822854,rice
